Instance,m,n,Size,Runtime_Setting_MS,Runtime_Setting_S,Repetitions,MinResult_ALNS,AvgResult_ALNS,StdResult_ALNS,AvgTime_ALNS,SuccessRuns_ALNS,FailedRuns_ALNS,FirstError_ALNS
Inst_m2_n10_pi0.2_TF0.4_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,123.0500,123.0500,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.2_TF0.4_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,72.9500,72.9500,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,1496.0400,1496.0400,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,1335.7900,1337.2440,3.2285,0.2405,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,1495.8700,1495.8700,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,855.6300,855.6300,0.0000,0.2406,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,312.2800,312.2800,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,957.7500,957.7500,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,1162.7500,1162.7500,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,543.9100,543.9100,0.0000,0.2404,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,681.5500,681.5500,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,903.1400,903.1400,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,1045.2600,1045.2600,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,334.9400,334.9400,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,784.9500,784.9500,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,1101.7700,1101.7700,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,133.6200,133.6200,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,29.4400,29.4400,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,753.9100,753.9100,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,625.0500,625.0500,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,418.6000,418.6000,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.2_TF0.6_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,571.7900,571.7900,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,358.0100,358.2060,0.6198,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,277.3600,277.3600,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,334.5300,334.5300,0.0000,0.2408,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,296.6400,296.6400,0.0000,0.2402,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,198.5100,199.2100,2.2136,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,465.4300,465.4300,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,103.9400,103.9400,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,155.1700,155.1700,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,155.3700,155.3700,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,692.4500,692.4500,0.0000,0.2406,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,141.6400,141.6400,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,198.1000,198.1000,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,159.7500,159.7500,0.0000,0.2402,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,143.7500,143.7500,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,280.4600,280.4600,0.0000,0.2408,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,276.8800,276.8800,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,511.5800,511.5800,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,283.2800,283.2800,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,526.2300,526.2300,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.4_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,580.9500,580.9500,0.0000,0.2404,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,338.9400,338.9400,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,506.3500,506.3500,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,228.2700,228.2700,0.0000,0.2404,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,325.5300,325.5300,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,190.9100,190.9100,0.0000,0.2405,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,737.7300,737.7300,0.0000,0.2399,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,829.2600,829.2600,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,1590.9000,1590.9000,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,759.4900,759.4900,0.0000,0.2408,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,1215.7700,1215.7700,0.0000,0.2408,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,341.6400,341.6400,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,753.8000,753.8000,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,373.6300,373.6300,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,1014.9500,1014.9500,0.0000,0.2402,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,1264.8400,1264.8400,0.0000,0.2398,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,628.8600,628.8600,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,360.2400,360.2400,0.0000,0.2400,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,346.4300,346.4300,0.0000,0.2401,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,216.5700,216.5700,0.0000,0.2403,10,0,
Inst_m2_n10_pi0.5_TF0.6_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,1033.7100,1033.7100,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,385.5400,386.6280,1.3332,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,294.3500,294.3500,0.0000,0.2400,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,412.7800,412.7800,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,532.1900,532.1900,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,236.4600,236.4600,0.0000,0.2405,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,1018.3200,1018.3200,0.0000,0.2403,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,941.2300,941.2300,0.0000,0.2403,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,524.5800,524.5800,0.0000,0.2404,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,525.1400,525.1400,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,570.5900,570.5900,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,522.4700,522.4700,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,475.3200,477.0180,2.7340,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,328.3600,328.3600,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,840.9500,840.9500,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,371.0900,371.0900,0.0000,0.2403,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,418.5100,418.5100,0.0000,0.2404,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,333.0700,333.0700,0.0000,0.2406,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,433.7700,438.6640,6.8830,0.2404,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,988.1700,988.1700,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.4_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,550.6600,550.6600,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,1062.6800,1062.6800,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,587.4100,587.4100,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,988.1500,988.1500,0.0000,0.2400,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,499.6900,499.6900,0.0000,0.2404,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,1400.6500,1400.6500,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,1144.5000,1144.5000,0.0000,0.2398,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,194.4300,194.4300,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,1898.0600,1901.5260,10.2770,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,1148.8800,1148.8800,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,1636.4800,1636.4800,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,1083.9800,1083.9800,0.0000,0.2400,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,1432.6800,1432.6800,0.0000,0.2400,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,1516.8700,1516.8700,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,1198.6500,1198.6500,0.0000,0.2399,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,502.6200,502.6200,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,752.6900,752.6900,0.0000,0.2402,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,1464.4600,1464.4600,0.0000,0.2401,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,695.9600,695.9600,0.0000,0.2403,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,2029.6500,2029.6500,0.0000,0.2403,10,0,
Inst_m2_n10_pi1.0_TF0.6_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,1071.8800,1071.8800,0.0000,0.2405,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,952.2800,952.2800,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,238.5700,238.5700,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,1603.2200,1603.2200,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,1236.8400,1238.5400,5.3759,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,2597.1600,2597.1600,0.0000,0.2404,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,1580.0300,1580.0300,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,1166.3900,1166.3900,0.0000,0.2404,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,1220.0600,1220.0600,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,834.6500,834.6500,0.0000,0.2400,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,1378.2300,1378.2300,0.0000,0.2403,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,328.8800,328.8800,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,1859.9700,1859.9700,0.0000,0.2403,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,649.8100,650.8370,3.2477,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,594.4700,594.4700,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,2053.8500,2057.4890,6.6676,0.2403,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,809.1500,809.1500,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,859.3100,859.3100,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,956.2500,956.2500,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,1794.7200,1794.7200,0.0000,0.2403,10,0,
Inst_m2_n10_pi2.0_TF0.4_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,1326.6700,1327.5610,2.8176,0.2404,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_1.txt,2,10,10×2,240.0000,0.2400,10,1842.8000,1842.8000,0.0000,0.2404,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_10.txt,2,10,10×2,240.0000,0.2400,10,607.7900,607.7900,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_2.txt,2,10,10×2,240.0000,0.2400,10,2752.8900,2752.8900,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_3.txt,2,10,10×2,240.0000,0.2400,10,2189.4900,2189.4900,0.0000,0.2400,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_4.txt,2,10,10×2,240.0000,0.2400,10,973.4200,973.4200,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_5.txt,2,10,10×2,240.0000,0.2400,10,2043.1900,2043.1900,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_6.txt,2,10,10×2,240.0000,0.2400,10,1140.2100,1140.2100,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_7.txt,2,10,10×2,240.0000,0.2400,10,1882.9200,1882.9200,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_8.txt,2,10,10×2,240.0000,0.2400,10,2654.5400,2654.5400,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.4_9.txt,2,10,10×2,240.0000,0.2400,10,1484.6600,1484.6600,0.0000,0.2399,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_1.txt,2,10,10×2,240.0000,0.2400,10,943.7700,943.7700,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_10.txt,2,10,10×2,240.0000,0.2400,10,1720.3300,1720.3300,0.0000,0.2407,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_2.txt,2,10,10×2,240.0000,0.2400,10,914.4400,914.4400,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_3.txt,2,10,10×2,240.0000,0.2400,10,2067.7000,2067.7000,0.0000,0.2400,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_4.txt,2,10,10×2,240.0000,0.2400,10,2111.8300,2111.8300,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_5.txt,2,10,10×2,240.0000,0.2400,10,881.5200,881.5200,0.0000,0.2403,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_6.txt,2,10,10×2,240.0000,0.2400,10,1756.8900,1756.8900,0.0000,0.2402,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_7.txt,2,10,10×2,240.0000,0.2400,10,1179.7900,1179.7900,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_8.txt,2,10,10×2,240.0000,0.2400,10,2020.1000,2020.1000,0.0000,0.2401,10,0,
Inst_m2_n10_pi2.0_TF0.6_R0.6_9.txt,2,10,10×2,240.0000,0.2400,10,1704.3300,1704.3300,0.0000,0.2403,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_1.txt,2,14,14×2,336.0000,0.3360,10,88.3100,88.3100,0.0000,0.3364,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_10.txt,2,14,14×2,336.0000,0.3360,10,116.0000,116.0000,0.0000,0.3364,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_2.txt,2,14,14×2,336.0000,0.3360,10,68.1000,68.1000,0.0000,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_3.txt,2,14,14×2,336.0000,0.3360,10,193.8600,193.9800,0.1033,0.3362,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_4.txt,2,14,14×2,336.0000,0.3360,10,124.7100,126.3880,5.3063,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_5.txt,2,14,14×2,336.0000,0.3360,10,214.6200,214.6200,0.0000,0.3364,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_6.txt,2,14,14×2,336.0000,0.3360,10,109.7000,109.7000,0.0000,0.3362,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_7.txt,2,14,14×2,336.0000,0.3360,10,142.5600,142.5600,0.0000,0.3364,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_8.txt,2,14,14×2,336.0000,0.3360,10,513.7000,530.9000,18.4800,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.4_9.txt,2,14,14×2,336.0000,0.3360,10,477.2900,477.2900,0.0000,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_1.txt,2,14,14×2,336.0000,0.3360,10,172.4800,172.4800,0.0000,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_10.txt,2,14,14×2,336.0000,0.3360,10,246.3000,246.3000,0.0000,0.3362,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_2.txt,2,14,14×2,336.0000,0.3360,10,82.5900,82.5900,0.0000,0.3362,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_3.txt,2,14,14×2,336.0000,0.3360,10,214.4100,214.4100,0.0000,0.3366,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_4.txt,2,14,14×2,336.0000,0.3360,10,88.9800,89.0760,0.3036,0.3363,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_5.txt,2,14,14×2,336.0000,0.3360,10,164.9100,164.9100,0.0000,0.3362,10,0,
Inst_m2_n14_pi0.2_TF0.4_R0.6_6.txt,2,14,14×2,336.0000,0.3360,10,116.8100,116.8100,0.0000,0.3364,10,0,
